1.90, 0.2095270, 2.0, -0.509877, -2, 2, 1000,false
1.95, 0.2095270, 2.0, -0.509877, -2, 2, 1000,false
2.00, 0.2095270, 2.0, -0.509877, -2, 2, 1000,false
2.10, 0.1988080, 2.0, -0.482511, -2, 2, 1000,false
2.20, 0.1778770, 2.0, -0.433252, -2, 2, 1000,false
2.40, 0.1341020, 2.0, -0.351155, -2, 2, 1000,false
2.60, 0.1004200, 2.0, -0.278510, -2, 2, 1000,false
2.80, 0.0660717, 2.0, -0.219798, -2, 2, 1000,false
3.00, 0.0419660, 2.0, -0.166300, -2, 2, 1000,false
