2.2,0.001937,2,-0.000170848,0.001937,-3,1.12352e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.997,1.1772e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.994,1.11122e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.991,1.18119e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.98799,1.06673e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.98499,1.0276e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.98199,1.03693e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.97899,1.25344e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.97599,1.09204e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.97299,1.13103e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.96998,1.11848e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.96698,1.16115e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.96398,1.13033e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.96098,1.06473e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.95798,1.10886e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.95498,1.07473e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.95198,1.0039e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.94897,1.21167e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.94597,1.0166e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.94297,1.09041e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.93997,1.10879e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.93697,1.34132e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.93397,1.04881e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.93097,1.15531e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.92796,1.10092e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.92496,1.03028e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.92196,1.05487e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.91896,1.22115e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.91596,1.11759e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.91296,1.07971e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.90995,1.14218e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.90695,1.0639e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.90395,1.28847e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.90095,1.26465e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.89795,1.00634e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.89495,1.25574e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.89195,1.18804e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.88894,1.14788e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.88594,1.26369e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.88294,1.04045e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.87994,1.07841e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.87694,1.0288e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.87394,1.0039e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.87094,1.01248e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.86793,1.24306e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.86493,1.01023e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.86193,1.16501e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.85893,1.21699e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.85593,1.01098e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.85293,1.13162e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.84992,1.16846e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.84692,1.05349e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.84392,1.22677e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.84092,1.20841e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.83792,1.05818e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.83492,1.09285e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.83192,1.13009e+06
2.2,0.001937,2,-0.000170848,0.001937,-2.82891,988914
2.2,0.001937,2,-0.000170848,0.001937,-2.82591,960290
2.2,0.001937,2,-0.000170848,0.001937,-2.82291,957932
