2.1,0.1,2,-0.4792,0.213727,1.0001e-06,0.0596016,-0.479196,0.000185799,0.125164,0.520804
2.1,0.1,2,-0.4792,0.213727,1.00055e-06,0.0596016,-0.479196,0.000990944,0.125164,0.520804
2.1,0.1,2,-0.4792,0.213727,1.00257e-06,0.0596016,-0.479196,0.00460292,0.125164,0.520804
2.1,0.1,2,-0.4792,0.213727,1.01169e-06,0.0596016,-0.479196,0.0206335,0.125164,0.520804
2.1,0.1,2,-0.4792,0.213727,1.05269e-06,0.0596016,-0.479196,0.0885093,0.125163,0.520804
2.1,0.1,2,-0.4792,0.213727,1.23722e-06,0.0596015,-0.479196,0.32632,0.125163,0.520804
2.1,0.1,2,-0.4792,0.213727,2.0676e-06,0.0596011,-0.479196,0.792258,0.125163,0.520807
2.1,0.1,2,-0.4792,0.213727,5.80429e-06,0.0595993,-0.479192,1.10852,0.125159,0.520821
2.1,0.1,2,-0.4792,0.213727,2.26194e-05,0.0595913,-0.479172,1.18292,0.125145,0.520881
2.1,0.1,2,-0.4792,0.213727,9.82875e-05,0.059555,-0.479082,1.19339,0.12508,0.521152
2.1,0.1,2,-0.4792,0.213727,0.000438794,0.0593919,-0.478675,1.19733,0.124787,0.522376
2.1,0.1,2,-0.4792,0.213727,0.00197107,0.0586599,-0.476831,1.21045,0.123471,0.527941
2.1,0.1,2,-0.4792,0.213727,0.00601249,0.0567428,-0.471868,1.24587,0.120022,0.543114
2.1,0.1,2,-0.4792,0.213727,0.0142882,0.0528813,-0.46124,1.32387,0.113053,0.576592
2.1,0.1,2,-0.4792,0.213727,0.0282853,0.0465597,-0.441681,1.47517,0.101572,0.64177
2.1,0.1,2,-0.4792,0.213727,0.0481346,0.0380997,-0.409861,1.74299,0.0860042,0.757935
2.1,0.1,2,-0.4792,0.213727,0.0716055,0.0289962,-0.364181,2.17459,0.0688161,0.947243
2.1,0.1,2,-0.4792,0.213727,0.0950764,0.0210994,-0.306274,2.80064,0.0531574,1.22628
2.1,0.1,2,-0.4792,0.213727,0.103689,0.0185692,-0.28089,3.10211,0.0478456,1.36242
2.1,0.1,2,-0.4792,0.213727,0.12335,0.0136987,-0.211589,4.00425,0.0366982,1.77626
2.1,0.1,2,-0.4792,0.213727,0.130141,0.0123571,-0.18306,4.40719,0.0331893,1.96406
2.1,0.1,2,-0.4792,0.213727,0.145954,0.0100591,-0.104458,5.60196,0.025757,2.53079
2.1,0.1,2,-0.4792,0.213727,0.151772,0.00954915,-0.0702855,6.15587,0.0232948,2.7983
2.1,0.1,2,-0.4792,0.213727,0.164593,0.00919232,0.017836,7.66312,0.0184118,3.54043
2.1,0.1,2,-0.4792,0.213727,0.177414,0.0101019,0.12835,9.6718,0.0142946,4.56017
2.1,0.1,2,-0.4792,0.213727,0.182734,0.0109262,0.182442,10.6834,0.0128144,5.08689
2.1,0.1,2,-0.4792,0.213727,0.186603,0.0117141,0.225322,11.4899,0.0118231,5.51342
2.1,0.1,2,-0.4792,0.213727,0.188781,0.0122326,0.250871,11.9695,0.0112971,5.77011
2.1,0.1,2,-0.4792,0.213727,0.192068,0.0131231,0.291442,12.7247,0.0105488,6.17946
2.1,0.1,2,-0.4792,0.213727,0.195142,0.0140802,0.331678,13.4578,0.00990057,6.58403
2.1,0.1,2,-0.4792,0.213727,0.198179,0.0151508,0.373665,14.1916,0.00931406,6.99863
2.1,0.1,2,-0.4792,0.213727,0.201128,0.0163154,0.416546,14.8846,0.00880416,7.40396
2.1,0.1,2,-0.4792,0.213727,0.207291,0.0191732,0.51206,15.9845,0.00800909,8.13895

2.2,0.1,2,-0.4337,0.180254,1.0001e-06,0.045385,-0.433696,0.000232683,0.0998473,0.566304
2.2,0.1,2,-0.4337,0.180254,1.00055e-06,0.045385,-0.433696,0.00124055,0.0998473,0.566304
2.2,0.1,2,-0.4337,0.180254,1.00257e-06,0.045385,-0.433696,0.00576194,0.0998473,0.566304
2.2,0.1,2,-0.4337,0.180254,1.01169e-06,0.045385,-0.433696,0.0258287,0.0998473,0.566305
2.2,0.1,2,-0.4337,0.180254,1.05269e-06,0.045385,-0.433696,0.110794,0.0998472,0.566305
2.2,0.1,2,-0.4337,0.180254,1.23722e-06,0.0453849,-0.433695,0.40848,0.0998471,0.566306
2.2,0.1,2,-0.4337,0.180254,2.0676e-06,0.0453846,-0.433695,0.991733,0.0998464,0.566309
2.2,0.1,2,-0.4337,0.180254,5.80429e-06,0.045383,-0.43369,1.38762,0.0998435,0.566326
2.2,0.1,2,-0.4337,0.180254,2.26194e-05,0.0453757,-0.433666,1.48079,0.0998302,0.566401
2.2,0.1,2,-0.4337,0.180254,9.54751e-05,0.0453441,-0.433557,1.49388,0.0997726,0.566728
2.2,0.1,2,-0.4337,0.180254,0.000423326,0.045202,-0.433066,1.49916,0.0995136,0.568203
2.2,0.1,2,-0.4337,0.180254,0.00189865,0.0445647,-0.430841,1.5169,0.0983512,0.574919
2.2,0.1,2,-0.4337,0.180254,0.00548003,0.0430316,-0.42533,1.561,0.0955492,0.591778
2.2,0.1,2,-0.4337,0.180254,0.01262,0.0400353,-0.413854,1.65522,0.0900491,0.627924
2.2,0.1,2,-0.4337,0.180254,0.0243479,0.0352994,-0.393439,1.83086,0.0812745,0.695716
2.2,0.1,2,-0.4337,0.180254,0.0406289,0.0291488,-0.361306,2.12807,0.0696683,0.811616
2.2,0.1,2,-0.4337,0.180254,0.0597804,0.0226454,-0.316391,2.5853,0.0569592,0.992709
2.2,0.1,2,-0.4337,0.180254,0.0789319,0.0170953,-0.261213,3.2109,0.0453923,1.24567
2.2,0.1,2,-0.4337,0.180254,0.086936,0.0151108,-0.234223,3.54115,0.0409299,1.38148
2.2,0.1,2,-0.4337,0.180254,0.103966,0.0116751,-0.166753,4.43024,0.0322292,1.75444
2.2,0.1,2,-0.4337,0.180254,0.110406,0.0106959,-0.1369,4.85002,0.0292362,1.93404
2.2,0.1,2,-0.4337,0.180254,0.124588,0.00927757,-0.060424,5.98847,0.0232523,2.43176
2.2,0.1,2,-0.4337,0.180254,0.130378,0.00903117,-0.0241418,6.55579,0.0210567,2.68532
2.2,0.1,2,-0.4337,0.180254,0.142328,0.00924224,0.0622614,7.96119,0.016988,3.32847
2.2,0.1,2,-0.4337,0.180254,0.154279,0.0105948,0.167644,9.74426,0.0135457,4.17431
2.2,0.1,2,-0.4337,0.180254,0.158137,0.0113156,0.206504,10.4106,0.0125678,4.49911
2.2,0.1,2,-0.4337,0.180254,0.160562,0.0118475,0.232288,10.8528,0.0119863,4.71737
2.2,0.1,2,-0.4337,0.180254,0.163761,0.012647,0.267967,11.4618,0.0112593,5.02196
2.2,0.1,2,-0.4337,0.180254,0.166906,0.0135478,0.305002,12.0864,0.0105895,5.33961
2.2,0.1,2,-0.4337,0.180254,0.170022,0.0145579,0.343651,12.7228,0.00997255,5.66996
2.2,0.1,2,-0.4337,0.180254,0.173035,0.0156516,0.382907,13.3412,0.00942416,5.99989
2.2,0.1,2,-0.4337,0.180254,0.175936,0.0168196,0.422461,13.917,0.0089476,6.31945
2.2,0.1,2,-0.4337,0.180254,0.181877,0.0195812,0.508122,14.8225,0.00819491,6.89989

2.3,0.1,2,-0.3941,0.158202,1.0001e-06,0.0351402,-0.394095,0.000283626,0.0808226,0.605905
2.3,0.1,2,-0.3941,0.158202,1.00055e-06,0.0351402,-0.394095,0.0015127,0.0808226,0.605905
2.3,0.1,2,-0.3941,0.158202,1.00257e-06,0.0351402,-0.394095,0.00702649,0.0808226,0.605905
2.3,0.1,2,-0.3941,0.158202,1.01169e-06,0.0351402,-0.394095,0.0314977,0.0808226,0.605906
2.3,0.1,2,-0.3941,0.158202,1.05269e-06,0.0351402,-0.394095,0.135112,0.0808226,0.605906
2.3,0.1,2,-0.3941,0.158202,1.23722e-06,0.0351401,-0.394094,0.498136,0.0808224,0.605907
2.3,0.1,2,-0.3941,0.158202,2.0676e-06,0.0351398,-0.394094,1.20941,0.0808218,0.605911
2.3,0.1,2,-0.3941,0.158202,5.80429e-06,0.0351383,-0.394088,1.6922,0.0808191,0.605932
2.3,0.1,2,-0.3941,0.158202,2.2235e-05,0.0351318,-0.394059,1.80539,0.0808071,0.606022
2.3,0.1,2,-0.3941,0.158202,9.10146e-05,0.0351047,-0.393934,1.82171,0.080757,0.606398
2.3,0.1,2,-0.3941,0.158202,0.000400523,0.0349829,-0.393369,1.8285,0.0805315,0.608096
2.3,0.1,2,-0.3941,0.158202,0.00179255,0.0344371,-0.390808,1.85118,0.0795202,0.615829
2.3,0.1,2,-0.3941,0.158202,0.00495167,0.0332118,-0.384877,1.90383,0.0772439,0.633977
2.3,0.1,2,-0.3941,0.158202,0.0111116,0.0308778,-0.372817,2.01341,0.0728811,0.671928
2.3,0.1,2,-0.3941,0.158202,0.0209849,0.0272981,-0.351988,2.21063,0.0661061,0.740792
2.3,0.1,2,-0.3941,0.158202,0.0344615,0.0227645,-0.320107,2.53166,0.0573173,0.854382
2.3,0.1,2,-0.3941,0.158202,0.0502655,0.0180401,-0.276503,3.00682,0.0477403,1.02578
2.3,0.1,2,-0.3941,0.158202,0.0666787,0.0139339,-0.22209,3.65425,0.0387051,1.26523
2.3,0.1,2,-0.3941,0.158202,0.0737761,0.0124525,-0.194961,3.99777,0.0351066,1.39492
2.3,0.1,2,-0.3941,0.158202,0.0885087,0.0100435,-0.129925,4.87077,0.0282695,1.73229
2.3,0.1,2,-0.3941,0.158202,0.0945482,0.00935019,-0.0992241,5.30427,0.0257228,1.90379
2.3,0.1,2,-0.3941,0.158202,0.107227,0.00854592,-0.0253488,6.39289,0.0208775,2.34563
2.3,0.1,2,-0.3941,0.158202,0.119905,0.0087732,0.0641192,7.77438,0.0167222,2.9285
2.3,0.1,2,-0.3941,0.158202,0.132584,0.0102549,0.173263,9.50357,0.0132594,3.6933
2.3,0.1,2,-0.3941,0.158202,0.135848,0.0108719,0.205099,10.0067,0.0124802,3.92389
2.3,0.1,2,-0.3941,0.158202,0.138444,0.0114385,0.231613,10.4218,0.0118939,4.11729
2.3,0.1,2,-0.3941,0.158202,0.141507,0.0121977,0.264306,10.9252,0.0112414,4.3563
2.3,0.1,2,-0.3941,0.158202,0.144713,0.013102,0.300183,11.4604,0.0106064,4.61712
2.3,0.1,2,-0.3941,0.158202,0.147868,0.0141071,0.33717,11.982,0.0100336,4.88069
