2,0.25,2,-0.514106,5,14.776
2,0.25,2,-0.514106,4.9975,15.0627
2,0.25,2,-0.514106,4.995,15.3438
2,0.25,2,-0.514106,4.9925,15.6312
2,0.25,2,-0.514106,4.99,15.9136
2,0.25,2,-0.514106,4.9875,16.1996
2,0.25,2,-0.514106,4.985,16.4784
2,0.25,2,-0.514106,4.9825,16.7723
2,0.25,2,-0.514106,4.97999,17.0497
2,0.25,2,-0.514106,4.97749,17.3406
2,0.25,2,-0.514106,4.97499,17.6293
2,0.25,2,-0.514106,4.97249,17.9216
2,0.25,2,-0.514106,4.96999,18.2053
2,0.25,2,-0.514106,4.96749,18.4982
2,0.25,2,-0.514106,4.96499,18.7832
2,0.25,2,-0.514106,4.96249,19.0806
2,0.25,2,-0.514106,4.95999,19.3721
2,0.25,2,-0.514106,4.95749,19.6641
2,0.25,2,-0.514106,4.95499,19.9478
2,0.25,2,-0.514106,4.95249,20.2401
2,0.25,2,-0.514106,4.94999,20.5421
2,0.25,2,-0.514106,4.94749,20.8336
2,0.25,2,-0.514106,4.94499,21.1267
2,0.25,2,-0.514106,4.94249,21.4244
2,0.25,2,-0.514106,4.93998,21.7184
2,0.25,2,-0.514106,4.93748,22.0074
2,0.25,2,-0.514106,4.93498,22.3055
2,0.25,2,-0.514106,4.93248,22.6035
2,0.25,2,-0.514106,4.92998,22.9036
2,0.25,2,-0.514106,4.92748,23.2016
2,0.25,2,-0.514106,4.92498,23.5014
2,0.25,2,-0.514106,4.92248,23.8035
2,0.25,2,-0.514106,4.91998,24.101
2,0.25,2,-0.514106,4.91748,24.4001
2,0.25,2,-0.514106,4.91498,24.7039
2,0.25,2,-0.514106,4.91248,24.9997
2,0.25,2,-0.514106,4.90998,25.2979
2,0.25,2,-0.514106,4.90748,25.6081
2,0.25,2,-0.514106,4.90498,25.9087
2,0.25,2,-0.514106,4.90248,26.2066
2,0.25,2,-0.514106,4.89997,26.5111
2,0.25,2,-0.514106,4.89747,26.8142
